263,494
307,459
353,134
346,273
56,426
120,378
292,344
108,95
29,484
76,293
448,277
104,113
298,326
284,335
360,95
261,342
393,399
210,184
499,172
500,290
491,165
41,426
120,439
310,46
419,321
332,37
113,95
106,52
207,498
144,359
255,447
29,486
131,133
441,1
190,114
353,473
153,459
122,414
283,256
247,226
110,216
159,325
72,25
146,164
258,402
127,186
397,406
126,350
372,375
16,236
362,90
46,175
491,479
346,202
138,204
260,465
146,297
337,95
127,151
214,483
292,61
16,231
185,111
369,443
298,42
328,73
448,490
458,391
169,330
12,170
461,27
360,411
254,103
457,412
491,252
64,355
211,390
142,127
354,135
93,325
127,146
37,296
258,62
156,363
92,330
193,290
79,144
322,367
19,406
273,397
407,142
294,393
272,338
489,414
358,163
184,292
43,186
492,369
457,175
447,191
269,383
294,339
289,320
466,198
419,285
143,262
490,369
208,432
483,4
309,135
280,208
256,381
282,305
412,380
240,175
221,284
200,236
482,323
454,234
22,143
479,472
117,153
264,175
368,98
490,344
190,177
272,309
29,165
262,209
140,55
246,6
320,206
364,440
26,456
167,376
477,247
42,134
138,427
370,4
383,498
239,135
81,127
399,122
72,250
164,217
2,208
491,186
123,234
174,441
279,43
39,328
36,24
412,335
27,487
11,96
486,116
224,319
2,425
498,441
440,253
249,258
452,479
170,91
488,296
104,160
476,72
188,114
47,332
296,114
217,120
57,287
136,438
406,254
206,17
427,311
446,391
498,495
123,214
365,89
163,335
278,499
123,476
450,174
427,308
364,186
410,286
483,496
359,104
475,369
66,142
68,175
206,311
240,222
475,10
63,295
408,152
72,227
153,340
490,401
396,235
129,109
219,255
453,461
84,228
446,113
240,226
180,314
314,350
195,394
433,414
60,19
220,24
239,280
460,29
138,89
324,164
399,44
410,195
235,435
317,486
239,392
200,159
16,204
162,338
28,262
146,114
252,177
305,344
102,216
365,455
70,493
213,291
354,32
429,176
96,293
491,299
365,51
60,496
397,56
129,155
500,190
120,258
248,245
275,119
281,14
110,271
468,306
116,436
126,223
355,192
285,273
475,11
257,424
467,157
138,78
420,181
75,306
336,32
270,409
284,409
141,384
209,292
462,494
227,34
338,82
383,117
272,259
481,48
247,16
122,143
227,406
175,473
352,368
377,221
498,316
277,214
426,22
411,476
166,278
150,364
133,457
318,230
241,124
157,146
163,294
412,196
500,36
52,341
297,323
295,354
47,359
12,462
113,346
330,49
134,81
243,282
374,140
121,303
350,35
460,460
216,194
38,478
243,336
339,328
314,250
73,253
168,193
190,21
478,50
228,496
269,248
12,345
385,40
86,254
154,491
200,230
84,356
321,245
293,403
49,96
480,487
79,411
374,60
475,57
287,494
489,115
426,50
434,335
88,466
418,184
468,472
237,431
215,206
88,403
82,73
37,90
483,67
71,300
487,351
256,396
390,271
355,274
48,433
266,468
63,241
11,426
72,366
73,159
251,74
291,59
287,241
143,61
445,306
3,329
114,315
342,136
117,76
185,48
339,20
372,157
231,262
272,181
51,76
485,415
380,54
66,80
76,366
101,47
475,401
153,324
471,55
88,198
492,41
488,72
235,230
122,210
148,189
490,21
20,129
421,196
307,240
98,92
189,444
268,498
258,84
440,174
181,204
495,151
331,61
492,255
479,240
246,374
64,439
259,268
372,447
473,291
374,306
350,113
229,385
452,288
434,486
444,232
200,336
232,253
257,50
410,398
474,272
272,323
148,71
313,294
163,134
460,116
308,70
374,301
341,334
98,395
77,233
400,376
476,347
288,23
55,285
302,399
264,172
480,124
450,354
399,464
325,494
395,487
492,168
209,384
425,75
212,125
481,492
56,452
67,172
473,270
78,193
199,206
381,120
429,425
200,309
283,437
427,392
286,471
278,149
126,165
225,407
11,430
230,446
126,398
124,97
43,436
218,30
65,242
45,101
71,150
59,337
455,216
154,163
221,72
489,202
276,388
154,233
243,248
279,366
147,156
397,317
159,241
472,318
417,460
137,36
465,476
96,486
427,484
373,371
440,4
287,162
272,249
332,489
422,369
495,364
281,249
105,22
169,417
216,198
478,313
105,353
262,121
185,178
89,396
358,250
426,264
332,189
408,48
129,206
413,78
273,185
261,434
168,114
109,294
216,250
277,286
494,323
495,274
448,122
20,3
99,294
210,408
23,202
202,334
149,443
410,157
492,496
165,183
114,196
9,160
395,297
332,498
301,327
210,111
430,495
224,413
89,201
231,92
459,92
334,465
62,43
420,455
94,41
133,181
422,492
49,244
179,354
419,318
55,63
100,309
474,364
363,95
444,368
479,295
20,309
403,458
217,375
78,179
243,27
284,259
310,402
322,30
203,32
127,129
139,237
410,92
414,443
268,307
300,314
38,243
455,4
171,329
103,471
351,299
172,371
301,47
413,57
90,215
450,125
381,263
154,385
289,137
497,88
223,309
477,187
35,221
23,255
225,17
64,194
468,74
420,330
311,491
479,369
301,456
412,216
472,420
80,457
467,77
94,173
330,15
113,437
242,300
261,303
55,213
417,431
267,470
38,400
252,411
246,306
470,199
437,16
276,193
473,490
18,185
270,132
115,496
245,27
369,441
344,264
315,72
163,40
386,177
122,325
95,336
25,427
300,155
47,383
499,258
128,3
351,327
271,215
360,492
337,91
8,80
352,121
77,305
424,123
251,335
350,226
4,280
81,82
95,475
242,236
308,274
196,201
199,158
235,59
426,161
149,63
183,27
260,66
271,433
462,215
454,363
212,389
422,362
405,251
267,395
419,409
52,408
296,166
395,461
110,119
43,350
356,273
238,140
72,334
86,440
373,362
453,55
32,84
272,58
228,40
206,129
421,460
463,273
149,251
16,206
420,217
313,117
10,433
120,424
139,219
194,240
161,127
99,76
279,207
16,135
199,177
307,500
6,295
149,479
412,78
172,1
322,237
181,31
293,139
223,192
432,473
214,463
222,397
191,117
297,398
288,368
122,102
367,22
492,55
333,272
403,236
302,16
391,400
323,157
355,183
52,315
31,375
232,217
381,322
38,445
180,145
4,425
277,56
89,332
227,73
62,300
191,465
333,89
204,367
410,443
354,298
64,446
157,27
360,17
31,197
294,452
283,372
15,422
35,49
28,46
338,402
467,53
315,164
128,252
107,140
336,67
365,229
351,33
332,411
208,68
470,196
13,191
368,260
445,191
378,369
71,284
385,139
185,496
24,26
167,444
428,149
137,237
169,400
42,167
442,455
192,70
34,394
386,430
153,315
132,306
472,205
466,81
184,97
29,402
258,391
91,73
166,112
164,487
295,230
67,214
185,171
258,51
233,10
47,55
79,6
26,147
360,293
58,5
158,9
12,139
105,219
48,269
369,468
4,177
358,423
381,250
305,221
412,34
30,186
478,489
112,467
475,371
101,116
23,363
193,381
153,164
248,127
270,281
149,306
113,255
122,14
357,200
64,15
16,381
222,223
402,212
45,391
420,43
494,369
318,227
246,202
428,93
329,182
430,195
1,352
398,29
9,58
128,286
109,440
6,339
405,369
73,179
79,405
265,43
438,257
420,77
416,382
330,160
189,159
303,161
25,201
16,28
360,137
246,295
418,103
220,458
56,215
319,198
109,180
218,63
300,164
339,290
285,336
440,303
95,170
494,167
446,139
134,150
359,379
118,426
493,444
193,450
139,437
70,369
341,485
468,453
123,400
214,323
403,377
374,236
66,174
221,439
388,93
438,377
5,348
287,156
364,47
246,399
289,223
459,136
226,401
319,315
64,310
254,482
283,477
318,396
92,287
409,35
13,349
271,460
240,292
150,399
243,82
90,498
250,402
152,169
217,331
374,471
380,91
370,465
400,473
498,308
172,317
440,413
360,392
497,322
370,329
21,255
73,249
37,234
311,339
445,297
267,299
59,59
183,335
468,218
289,437
248,160
469,304
131,370
405,130
437,389
365,463
359,39
309,348
119,385
490,178
463,211
202,144
418,186
498,300
169,141
299,342
53,348
428,7
25,366
336,30
318,208
411,162
43,413
68,176
336,434
405,81
170,211
263,120
406,497
496,343
398,138
213,24
370,195
486,177
190,145
52,85
180,259
450,398
8,47
219,135
326,475
117,1
140,194
335,322
16,347
431,491
123,65
373,336
238,267
43,131
212,325
62,247
75,50
229,212
433,288
453,363
14,490
303,447
144,61
175,42
340,124
418,14
54,96
375,139
436,404
487,371
342,101
59,137
257,244
328,178
99,20
111,428
88,288
201,243
311,122
39,98
211,429
376,467
371,101
27,282
498,233
87,13
270,457
157,192
384,198
67,127
497,395
308,377
387,9
261,405
425,427
249,436
32,454
346,72
164,423
